row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales,postal_code_isnull
355,138520,2017-04-08,2017-04-13,Standard Class,15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,10002268,Furniture,Bookcases,Sauder Barrister Bookcases,388.70,1
356,138520,2017-04-08,2017-04-13,Standard Class,15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26,1
357,138520,2017-04-08,2017-04-13,Standard Class,15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,1
358,138520,2017-04-08,2017-04-13,Standard Class,15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34.40,1
359,130001,2017-04-23,2017-04-28,Standard Class,14890,Heather Kirkland,Corporate,United States,Charlotte,North Carolina,28205,South,10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24,1
360,155698,2018-03-08,2018-03-11,First Class,21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,1
361,155698,2018-03-08,2018-03-11,First Class,21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.70,1
362,144904,2018-09-25,2018-10-01,Standard Class,16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.70,1
363,144904,2018-09-25,2018-10-01,Standard Class,16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,10000785,Furniture,Chairs,Global Ergonomic Managers Chair,488.65,1
364,144904,2018-09-25,2018-10-01,Standard Class,16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,10003732,Office Supplies,Art,Newell 333,5.56,1
365,144904,2018-09-25,2018-10-01,Standard Class,16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,1
366,123344,2015-09-24,2015-09-29,Standard Class,16060,Julia Dunbar,Consumer,United States,San Francisco,California,94109,West,10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,1
367,155516,2017-10-21,2017-10-21,Same Day,17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,23.20,1
368,155516,2017-10-21,2017-10-21,Same Day,17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,10001225,Office Supplies,Supplies,Staple remover,7.36,1
369,155516,2017-10-21,2017-10-21,Same Day,17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,10002406,Office Supplies,Storage,Pizazz Global Quick File,104.79,1
370,155516,2017-10-21,2017-10-21,Same Day,17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,1
371,104745,2018-05-29,2018-06-04,Standard Class,14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,Central,10002036,Office Supplies,Paper,Xerox 1930,25.92,1
372,104745,2018-05-29,2018-06-04,Standard Class,14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,Central,10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.42,1
373,119137,2015-07-23,2015-07-27,Standard Class,10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.16,1
374,119137,2015-07-23,2015-07-27,Standard Class,10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.94,1
375,119137,2015-07-23,2015-07-27,Standard Class,10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,10000658,Office Supplies,Art,Newell 324,9.24,1
376,119137,2015-07-23,2015-07-27,Standard Class,10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,479.04,1
377,134656,2017-09-28,2017-10-01,First Class,18280,Muhammed MacIntyre,Corporate,United States,Quincy,Illinois,62301,Central,10003039,Office Supplies,Paper,Xerox 1960,99.14,1
378,134481,2018-08-27,2018-09-01,Standard Class,10405,Allen Rosenblatt,Corporate,United States,Franklin,Massachusetts,2038,East,10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.42,1
379,130792,2016-04-28,2016-05-05,Standard Class,19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,10000696,Office Supplies,Appliances,Holmes Odor Grabber,8.65,1
380,130792,2016-04-28,2016-05-05,Standard Class,19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,23.83,1
381,130792,2016-04-28,2016-05-05,Standard Class,19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.18,1
382,134775,2017-10-28,2017-10-29,First Class,10285,Alejandro Savely,Corporate,United States,San Francisco,California,94109,West,10004734,Office Supplies,Paper,Southworth Structures Collection,50.96,1
383,134775,2017-10-28,2017-10-29,First Class,10285,Alejandro Savely,Corporate,United States,San Francisco,California,94109,West,10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.54,1
384,125395,2016-06-26,2016-06-29,Second Class,16780,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180,Central,10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.90,1
385,168935,2016-11-27,2016-12-02,Standard Class,13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.46,1
386,168935,2016-11-27,2016-12-02,Standard Class,13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,10002335,Technology,Accessories,Logitech Media Keyboard K200,83.98,1
387,122756,2016-12-03,2016-12-07,Standard Class,13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,482.34,1
388,122756,2016-12-03,2016-12-07,Standard Class,13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96,1
389,115973,2015-11-24,2015-11-26,First Class,18430,Nathan Gelder,Consumer,United States,Cincinnati,Ohio,45231,East,10004757,Office Supplies,Art,Crayola Colored Pencils,2.62,1
390,101798,2018-12-11,2018-12-15,Standard Class,18190,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",23.36,1
391,101798,2018-12-11,2018-12-15,Standard Class,18190,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,39.98,1
392,135972,2015-09-21,2015-09-23,Second Class,15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,246.38,1
393,135972,2015-09-21,2015-09-23,Second Class,15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,10002313,Technology,Copiers,Canon PC1080F Personal Copier,1799.97,1
394,134971,2015-06-07,2015-06-10,Second Class,11095,Bart Pistole,Corporate,United States,Peoria,Illinois,61604,Central,10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.46,1
395,102946,2018-06-30,2018-07-05,Standard Class,21730,Victor Preis,Home Office,United States,Las Vegas,Nevada,89115,West,10004492,Office Supplies,Binders,Tuf-Vin Binders,75.79,1
396,165603,2018-10-17,2018-10-19,Second Class,20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886,East,10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,49.96,1
397,165603,2018-10-17,2018-10-19,Second Class,20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886,East,10002552,Office Supplies,Paper,Xerox 1958,12.96,1
398,122259,2016-10-31,2016-11-04,Standard Class,14815,Harold Pawlan,Home Office,United States,Jackson,Michigan,49201,Central,10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",70.12,1
399,108987,2017-09-08,2017-09-10,Second Class,10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,35.95,1
400,108987,2017-09-08,2017-09-10,Second Class,10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.27,1
401,108987,2017-09-08,2017-09-10,Second Class,10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",131.14,1
402,108987,2017-09-08,2017-09-10,Second Class,10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57.58,1
403,113166,2015-12-24,2015-12-26,First Class,17185,Luke Foster,Consumer,United States,Miami,Florida,33180,South,10001947,Office Supplies,Paper,Xerox 1974,9.57,1
404,155208,2015-04-16,2015-04-20,Standard Class,20650,Stephanie Phelps,Corporate,United States,Wilmington,North Carolina,28403,South,10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.07,1
405,117933,2018-12-24,2018-12-29,Standard Class,19840,Roy Französisch,Consumer,United States,New York City,New York,10024,East,10004249,Office Supplies,Appliances,Staple holder,35.91,1
406,117457,2018-12-08,2018-12-12,Standard Class,16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,1
407,117457,2018-12-08,2018-12-12,Standard Class,16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.98,1
408,117457,2018-12-08,2018-12-12,Standard Class,16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",27.15,1
409,117457,2018-12-08,2018-12-12,Standard Class,16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004.02,1
410,117457,2018-12-08,2018-12-12,Standard Class,16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68,1
411,117457,2018-12-08,2018-12-12,Standard Class,16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,28.35,1
412,117457,2018-12-08,2018-12-12,Standard Class,16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,10001970,Office Supplies,Paper,Xerox 1908,55.98,1
413,117457,2018-12-08,2018-12-12,Standard Class,16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.83,1
414,117457,2018-12-08,2018-12-12,Standard Class,16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.57,1
415,142636,2018-11-03,2018-11-07,Standard Class,16675,Kimberly Carter,Corporate,United States,Seattle,Washington,98105,West,10000157,Office Supplies,Paper,Xerox 191,139.86,1
416,142636,2018-11-03,2018-11-07,Standard Class,16675,Kimberly Carter,Corporate,United States,Seattle,Washington,98105,West,10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,307.14,1
417,122105,2018-06-24,2018-06-28,Standard Class,12010,Caroline Jumper,Consumer,United States,Huntington Beach,California,92646,West,10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,95.92,1
418,148796,2017-04-14,2017-04-18,Standard Class,19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,10004886,Furniture,Chairs,Bevis Steel Folding Chairs,383.80,1
419,154816,2018-11-06,2018-11-10,Standard Class,21745,Victoria Brennan,Corporate,United States,Richmond,Kentucky,40475,South,10003845,Office Supplies,Paper,Xerox 1987,5.78,1
420,110478,2018-03-04,2018-03-09,Standard Class,20860,Sung Pak,Corporate,United States,Los Angeles,California,90045,West,10001573,Office Supplies,Art,American Pencil,9.32,1
421,110478,2018-03-04,2018-03-09,Standard Class,20860,Sung Pak,Corporate,United States,Los Angeles,California,90045,West,10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25,1
422,142048,2015-06-22,2015-06-25,First Class,15745,Joel Eaton,Consumer,United States,Louisville,Colorado,80027,West,10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,196.75,1
423,125388,2018-10-19,2018-10-23,Standard Class,17965,Michael Paige,Corporate,United States,Lawrence,Massachusetts,1841,East,10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56,1
424,125388,2018-10-19,2018-10-23,Standard Class,17965,Michael Paige,Corporate,United States,Lawrence,Massachusetts,1841,East,10000918,Office Supplies,Storage,Crate-A-Files,32.70,1
425,155705,2018-08-21,2018-08-23,Second Class,18385,Natalie Fritzler,Consumer,United States,Jackson,Mississippi,39212,South,10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.40,1
426,149160,2018-11-23,2018-11-26,Second Class,15265,Janet Molinari,Corporate,United States,Canton,Michigan,48187,Central,10003347,Furniture,Furnishings,Coloredge Poster Frame,28.40,1
427,149160,2018-11-23,2018-11-26,Second Class,15265,Janet Molinari,Corporate,United States,Canton,Michigan,48187,Central,10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,287.92,1
428,101476,2015-09-12,2015-09-13,First Class,20485,Shirley Daniels,Home Office,United States,New Rochelle,New York,10801,East,10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,1
429,152275,2018-10-01,2018-10-08,Standard Class,16630,Ken Heidel,Corporate,United States,San Antonio,Texas,78207,Central,10000369,Office Supplies,Art,Design Ebony Sketching Pencil,6.67,1
430,123750,2017-04-15,2017-04-21,Standard Class,19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,189.59,1
431,123750,2017-04-15,2017-04-21,Standard Class,19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.74,1
432,123750,2017-04-15,2017-04-21,Standard Class,19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,1
433,123750,2017-04-15,2017-04-21,Standard Class,19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,4.77,1
434,127369,2017-06-06,2017-06-07,First Class,13060,Dave Brooks,Consumer,United States,Lowell,Massachusetts,1852,East,10003306,Office Supplies,Storage,Letter Size Cart,714.30,1
435,150574,2015-12-19,2015-12-25,Standard Class,18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216,South,10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,4.81,1
436,150574,2015-12-19,2015-12-25,Standard Class,18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216,South,10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.80,1
437,147375,2017-06-12,2017-06-14,Second Class,19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623,Central,10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.98,1
438,147375,2017-06-12,2017-06-14,Second Class,19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623,Central,10001970,Office Supplies,Paper,Xerox 1908,313.49,1
439,130043,2018-09-15,2018-09-19,Standard Class,11545,Brenda Bowman,Corporate,United States,Houston,Texas,77070,Central,10002230,Office Supplies,Paper,Xerox 1897,31.87,1
440,157252,2018-01-20,2018-01-23,Second Class,12805,Cynthia Voltz,Corporate,United States,New York City,New York,10024,East,10003396,Furniture,Chairs,Global Deluxe Steno Chair,207.85,1
441,115756,2017-09-05,2017-09-07,Second Class,19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,10000246,Furniture,Furnishings,Aluminum Document Frame,12.22,1
442,115756,2017-09-05,2017-09-07,Second Class,19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,194.94,1
443,115756,2017-09-05,2017-09-07,Second Class,19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95,1
444,115756,2017-09-05,2017-09-07,Second Class,19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,1
445,115756,2017-09-05,2017-09-07,Second Class,19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94,1
446,115756,2017-09-05,2017-09-07,Second Class,19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,10001317,Office Supplies,Labels,Avery 520,22.05,1
447,154214,2018-03-20,2018-03-25,Second Class,21595,Troy Blackwell,Consumer,United States,Columbus,Indiana,47201,Central,10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,1
448,166674,2017-04-01,2017-04-03,Second Class,19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,10000588,Office Supplies,Art,Newell 345,59.52,1
449,166674,2017-04-01,2017-04-03,Second Class,19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,1
450,166674,2017-04-01,2017-04-03,Second Class,19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88,1
451,166674,2017-04-01,2017-04-03,Second Class,19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,10003156,Office Supplies,Art,50 Colored Long Pencils,30.48,1
452,166674,2017-04-01,2017-04-03,Second Class,19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,10004974,Office Supplies,Art,Newell 342,9.84,1
453,166674,2017-04-01,2017-04-03,Second Class,19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35.12,1
454,147277,2018-10-20,2018-10-24,Standard Class,13705,Ed Braxton,Corporate,United States,Akron,Ohio,44312,East,10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.36,1
455,147277,2018-10-20,2018-10-24,Standard Class,13705,Ed Braxton,Corporate,United States,Akron,Ohio,44312,East,10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,665.41,1
456,100153,2017-12-13,2017-12-17,Standard Class,16630,Ken Heidel,Corporate,United States,Norman,Oklahoma,73071,Central,10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,63.88,1
457,110674,2015-02-12,2015-02-18,Standard Class,20095,Sanjit Chand,Consumer,United States,Concord,California,94521,West,10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.57,1
458,157945,2017-09-26,2017-10-01,Standard Class,18385,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521,Central,10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.56,1
459,157945,2017-09-26,2017-10-01,Standard Class,18385,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521,Central,10001415,Office Supplies,Envelopes,Staple envelope,8.93,1
460,109638,2016-12-15,2016-12-22,Standard Class,15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,10002472,Office Supplies,Appliances,3M Office Air Cleaner,103.92,1
461,109638,2016-12-15,2016-12-22,Standard Class,15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,1
462,109638,2016-12-15,2016-12-22,Standard Class,15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.31,1
463,109869,2017-04-22,2017-04-29,Standard Class,21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56,1
464,109869,2017-04-22,2017-04-29,Standard Class,21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,1
465,109869,2017-04-22,2017-04-29,Standard Class,21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,10000315,Office Supplies,Binders,Poly Designer Cover & Back,28.48,1
466,109869,2017-04-22,2017-04-29,Standard Class,21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,10003505,Office Supplies,Supplies,Premier Electric Letter Opener,185.38,1
467,109869,2017-04-22,2017-04-29,Standard Class,21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.27,1
468,101399,2016-01-17,2016-01-24,Standard Class,15940,Joni Sundaresam,Home Office,United States,Park Ridge,Illinois,60068,Central,10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.74,1
469,154907,2018-03-31,2018-04-04,Standard Class,13180,David Smith,Corporate,United States,Amarillo,Texas,79109,Central,10002824,Furniture,Bookcases,Bush Mission Pointe Library,205.33,1
470,100419,2017-12-16,2017-12-20,Second Class,12670,Craig Carreira,Consumer,United States,Chicago,Illinois,60610,Central,10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,4.79,1
471,154144,2016-12-20,2016-12-24,Standard Class,17785,Maya Herman,Corporate,United States,Lindenhurst,New York,11757,East,10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1
472,144666,2015-11-09,2015-11-11,Second Class,15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,1
473,144666,2015-11-09,2015-11-11,Second Class,15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.67,1
474,144666,2015-11-09,2015-11-11,Second Class,15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,10002680,Technology,Phones,Samsung Galaxy Note 3,703.97,1
475,144666,2015-11-09,2015-11-11,Second Class,15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,1
476,144666,2015-11-09,2015-11-11,Second Class,15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65,1
477,144666,2015-11-09,2015-11-11,Second Class,15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,10003465,Office Supplies,Paper,Xerox 1912,94.85,1
478,103891,2017-07-12,2017-07-19,Standard Class,16690,Kristen Hastings,Corporate,United States,Los Angeles,California,90008,West,10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,1
479,152632,2017-10-27,2017-11-02,Standard Class,15475,Jeremy Ellison,Consumer,United States,Troy,New York,12180,East,10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.20,1
480,100790,2017-06-26,2017-07-02,Standard Class,15805,John Grady,Corporate,United States,New York City,New York,10024,East,10003045,Office Supplies,Art,Prang Colored Pencils,14.70,1
481,100790,2017-06-26,2017-07-02,Standard Class,15805,John Grady,Corporate,United States,New York City,New York,10024,East,10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,1
482,134677,2015-10-06,2015-10-10,Standard Class,21865,Xylona Preis,Consumer,United States,San Diego,California,92024,West,10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.09,1
483,127691,2015-07-22,2015-07-27,Standard Class,14065,Erin Mull,Consumer,United States,New York City,New York,10024,East,10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,1
484,127691,2015-07-22,2015-07-27,Standard Class,14065,Erin Mull,Consumer,United States,New York City,New York,10024,East,10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,1
485,140963,2018-06-10,2018-06-13,First Class,18070,Michelle Tran,Home Office,United States,Los Angeles,California,90045,West,10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,29.60,1
486,140963,2018-06-10,2018-06-13,First Class,18070,Michelle Tran,Home Office,United States,Los Angeles,California,90045,West,10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.16,1
487,140963,2018-06-10,2018-06-13,First Class,18070,Michelle Tran,Home Office,United States,Los Angeles,California,90045,West,10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,279.96,1
488,154627,2015-10-29,2015-10-31,First Class,20830,Sue Ann Reed,Consumer,United States,Chicago,Illinois,60610,Central,10001363,Technology,Phones,Apple iPhone 5S,2735.95,1
489,133753,2015-06-09,2015-06-13,Second Class,11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,10000376,Technology,Phones,Square Credit Card Reader,7.99,1
490,133753,2015-06-09,2015-06-13,Second Class,11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,10000303,Technology,Accessories,Logitech M510 Wireless Mouse,63.98,1
491,133753,2015-06-09,2015-06-13,Second Class,11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.37,1
492,113362,2015-09-14,2015-09-19,Standard Class,10960,Astrea Jones,Consumer,United States,Rochester,New York,14609,East,10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,1
493,113362,2015-09-14,2015-09-19,Standard Class,10960,Astrea Jones,Consumer,United States,Rochester,New York,14609,East,10003845,Office Supplies,Envelopes,Colored Envelopes,11.07,1
